"filename", "language", "TypeScript", "JavaScript", "TypeScript React", "CSS", "XML", "JSON", "YAML", "SQL", "HTML", "Markdown", "Docker", "PHP", "comment", "blank", "total"
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/assets/drag.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/assets/page_not_found.svg", "XML", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 1, 1, 95
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/DragAndDropUtil.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 78
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/DraggableTest.js", "JavaScript", 0, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 38, 439
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/ColorPicker.js", "JavaScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/HotspotImage.js", "JavaScript", 0, 1037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 128, 1235
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/Marker.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 91
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/MarkerEditorPanel.js", "JavaScript", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 187
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/Modal.js", "JavaScript", 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 193
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/Popup.js", "JavaScript", 0, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43, 430
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets.js", "JavaScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 95
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupButtonWidget.js", "JavaScript", 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 267
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupCarouselWidget.js", "JavaScript", 0, 839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 78, 1112
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupFreeTextWidget.js", "JavaScript", 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 245
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupHeaderWidget.js", "JavaScript", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 246
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupImageWidget.js", "JavaScript", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 268
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupParagraphWidget.js", "JavaScript", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 239
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/PopupWidgets/PopupVideoWidget.js", "JavaScript", 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 225
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Editor/Toast.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/Hotspot.tsx", "TypeScript React", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/Popup.tsx", "TypeScript React", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 108
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupArrow.tsx", "TypeScript React", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupClose.tsx", "TypeScript React", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupWidgets/PopupButtonWidget.tsx", "TypeScript React", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupWidgets/PopupCarouselWidget.tsx", "TypeScript React", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 73
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupWidgets/PopupImageWidget.tsx", "TypeScript React", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupWidgets/PopupTextWidget.tsx", "TypeScript React", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/PopupWidgets/PopupVideoWidget.tsx", "TypeScript React", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/Spacer.tsx", "TypeScript React", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/Text.tsx", "TypeScript React", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 37
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Embed/interfaces/index.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 60
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Home/Analytics.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Home/Dashboard.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Home/Navbar.js", "JavaScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 79
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Home/Pie.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 51
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Home/PlusButton.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/ImageUtils.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Images.js", "JavaScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 115
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Login.js", "JavaScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 104
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/PrivateRoute.js", "JavaScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 77
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Widgets.js", "JavaScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 122
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/helper.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 36
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/hooks/useCheckMobileScreen.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/hooks/useFetchImage.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 99
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/hooks/useGetImageNaturalData.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/index.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/lib/Marker.js", "JavaScript", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30, 171
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/pages/Allimages.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/pages/EmbedPage.js", "JavaScript", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 140
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/pages/EmbedPageT.tsx", "TypeScript React", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 28, 199
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/pages/Home.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/pages/Image.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/pages/NewImage.js", "JavaScript", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 184
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/reducers/EmbedReducer.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 35
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/serviceWorker.js", "JavaScript", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 142
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/store/Embed/action-types/index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/store/Embed/actions/index.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/store/Embed/index.tsx", "TypeScript React", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/store/Embed/reducers/index.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/store/Embed/types/index.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/store/EmbedStore.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/utils/ParseImageData.js", "JavaScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 96
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/tsconfig.json", "JSON", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"Total", "-", 131, 7461, 484, 1174, 189, 29023, 31, 137, 40, 16, 6, 7217, 1907, 2649, 50465
